"","startTime","duration","app","endTime","date","category"
"134",2023-01-22 14:39:42,15.982,"Discord",2023-01-22 14:39:58,2023-01-22,"other"
"135",2023-01-22 14:39:28,12.654,"explorer",2023-01-22 14:39:41,2023-01-22,"other"
"136",2023-01-22 14:38:31,55.823,"Messenger",2023-01-22 14:39:27,2023-01-22,"free time"
"137",2023-01-22 14:38:29,1.143,"chrome",2023-01-22 14:38:31,2023-01-22,"studies"
"138",2023-01-22 14:38:23,4.575,"Discord",2023-01-22 14:38:28,2023-01-22,"other"
"139",2023-01-22 14:38:22,0,"Discord",2023-01-22 14:38:22,2023-01-22,"other"
"140",2023-01-22 14:37:38,43.026,"Messenger",2023-01-22 14:38:22,2023-01-22,"free time"
"141",2023-01-22 14:37:35,2.279,"Discord",2023-01-22 14:37:38,2023-01-22,"other"
"142",2023-01-22 14:36:47,46.713,"Messenger",2023-01-22 14:37:34,2023-01-22,"free time"
"143",2023-01-22 14:36:46,0,"chrome",2023-01-22 14:36:46,2023-01-22,"studies"
"144",2023-01-22 14:36:40,4.745,"chrome",2023-01-22 14:36:45,2023-01-22,"studies"
"145",2023-01-22 14:36:35,3.41,"Discord",2023-01-22 14:36:39,2023-01-22,"other"
"146",2023-01-22 14:36:30,3.484,"Discord",2023-01-22 14:36:34,2023-01-22,"other"
"147",2023-01-22 14:36:29,0,"Discord",2023-01-22 14:36:29,2023-01-22,"other"
"148",2023-01-22 14:36:17,11.573,"Messenger",2023-01-22 14:36:29,2023-01-22,"free time"
"149",2023-01-22 14:35:27,48.646,"Discord",2023-01-22 14:36:16,2023-01-22,"other"
"150",2023-01-22 14:35:02,23.2,"Messenger",2023-01-22 14:35:26,2023-01-22,"free time"
"151",2023-01-22 14:34:49,12.126,"Discord",2023-01-22 14:35:02,2023-01-22,"other"
"152",2023-01-22 14:34:44,4.359,"Discord",2023-01-22 14:34:49,2023-01-22,"other"
"153",2023-01-22 14:34:42,1.1,"SearchHost",2023-01-22 14:34:44,2023-01-22,"other"
"154",2023-01-22 14:34:33,7.748,"Messenger",2023-01-22 14:34:41,2023-01-22,"free time"
"155",2023-01-22 14:34:05,26.5,"rstudio",2023-01-22 14:34:32,2023-01-22,"studies"
"156",2023-01-22 14:34:03,1.093,"rstudio",2023-01-22 14:34:05,2023-01-22,"studies"
"157",2023-01-22 14:33:57,4.394,"rstudio",2023-01-22 14:34:02,2023-01-22,"studies"
"158",2023-01-22 14:33:37,18.861,"Messenger",2023-01-22 14:33:56,2023-01-22,"free time"
"159",2023-01-22 14:33:36,0,"Messenger",2023-01-22 14:33:36,2023-01-22,"free time"
"160",2023-01-22 14:33:30,5.566,"chrome",2023-01-22 14:33:36,2023-01-22,"studies"
"161",2023-01-22 14:33:26,2.233,"chrome",2023-01-22 14:33:29,2023-01-22,"studies"
"162",2023-01-22 14:33:05,19.958,"chrome",2023-01-22 14:33:25,2023-01-22,"studies"
"163",2023-01-22 14:33:00,4.447,"chrome",2023-01-22 14:33:05,2023-01-22,"studies"
"164",2023-01-22 14:32:55,3.325,"chrome",2023-01-22 14:32:59,2023-01-22,"studies"
"165",2023-01-22 14:32:34,19.989,"chrome",2023-01-22 14:32:54,2023-01-22,"studies"
"166",2023-01-22 14:32:25,7.792,"chrome",2023-01-22 14:32:33,2023-01-22,"studies"
"167",2023-01-22 14:32:20,4.413,"chrome",2023-01-22 14:32:25,2023-01-22,"studies"
"168",2023-01-22 14:32:06,12.224,"Messenger",2023-01-22 14:32:19,2023-01-22,"free time"
"169",2023-01-22 14:30:57,68.855,"rstudio",2023-01-22 14:32:06,2023-01-22,"studies"
"170",2023-01-22 14:30:55,0,"rstudio",2023-01-22 14:30:55,2023-01-22,"studies"
"171",2023-01-22 14:30:52,2.208,"rstudio",2023-01-22 14:30:55,2023-01-22,"studies"
"172",2023-01-22 14:30:50,1.1,"SearchHost",2023-01-22 14:30:52,2023-01-22,"other"
"173",2023-01-22 14:30:42,6.554,"Messenger",2023-01-22 14:30:49,2023-01-22,"free time"
"174",2023-01-22 14:30:41,0,"Messenger",2023-01-22 14:30:41,2023-01-22,"free time"
"175",2023-01-22 14:30:06,34.395,"chrome",2023-01-22 14:30:41,2023-01-22,"studies"
"176",2023-01-22 14:30:05,0,"chrome",2023-01-22 14:30:05,2023-01-22,"studies"
"177",2023-01-22 14:30:02,1.095,"chrome",2023-01-22 14:30:04,2023-01-22,"studies"
"178",2023-01-22 14:30:01,0,"Messenger",2023-01-22 14:30:01,2023-01-22,"free time"
"179",2023-01-22 14:29:59,1.11,"SearchHost",2023-01-22 14:30:01,2023-01-22,"other"
"180",2023-01-22 14:29:55,2.185,"Messenger",2023-01-22 14:29:58,2023-01-22,"free time"
"181",2023-01-22 14:29:50,3.308,"Teams",2023-01-22 14:29:54,2023-01-22,"studies"
"182",2023-01-22 14:28:39,70.579,"Messenger",2023-01-22 14:29:50,2023-01-22,"free time"
"183",2023-01-22 14:26:16,141.06,"ONENOTE",2023-01-22 14:28:38,2023-01-22,"studies"
"184",2023-01-22 14:26:15,0,"explorer",2023-01-22 14:26:15,2023-01-22,"other"
"185",2023-01-22 14:25:13,60.922,"ONENOTE",2023-01-22 14:26:14,2023-01-22,"studies"
"186",2023-01-22 14:25:12,0,"rstudio",2023-01-22 14:25:12,2023-01-22,"studies"
"187",2023-01-22 14:25:09,2.218,"chrome",2023-01-22 14:25:12,2023-01-22,"studies"
"188",2023-01-22 14:25:07,1.092,"chrome",2023-01-22 14:25:09,2023-01-22,"studies"
"189",2023-01-22 14:25:01,4.483,"Messenger",2023-01-22 14:25:06,2023-01-22,"free time"
"190",2023-01-22 14:25:00,0,"rstudio",2023-01-22 14:25:00,2023-01-22,"studies"
"191",2023-01-22 14:24:45,14.374,"rstudio",2023-01-22 14:25:00,2023-01-22,"studies"
"192",2023-01-22 14:24:42,1.106,"rstudio",2023-01-22 14:24:44,2023-01-22,"studies"
"193",2023-01-22 14:24:38,3.355,"rstudio",2023-01-22 14:24:42,2023-01-22,"studies"
"194",2023-01-22 14:24:35,2.214,"Messenger",2023-01-22 14:24:38,2023-01-22,"free time"
"195",2023-01-22 14:24:33,0,"rstudio",2023-01-22 14:24:33,2023-01-22,"studies"
"196",2023-01-22 14:24:32,0,"Messenger",2023-01-22 14:24:32,2023-01-22,"free time"
"197",2023-01-22 14:24:31,0,"SearchHost",2023-01-22 14:24:31,2023-01-22,"other"
"198",2023-01-22 14:21:11,199.479,"Messenger",2023-01-22 14:24:31,2023-01-22,"free time"
"199",2023-01-22 14:20:17,52.799,"explorer",2023-01-22 14:21:10,2023-01-22,"other"
"200",2023-01-22 14:20:11,4.428,"ApplicationFrameHost",2023-01-22 14:20:16,2023-01-22,"other"
"201",2023-01-22 14:20:10,0,"ApplicationFrameHost",2023-01-22 14:20:10,2023-01-22,"other"
"202",2023-01-22 14:19:16,52.798,"explorer",2023-01-22 14:20:09,2023-01-22,"other"
"203",2023-01-22 14:17:49,86.405,"Messenger",2023-01-22 14:19:16,2023-01-22,"free time"
"204",2023-01-22 14:13:34,253.802,"ONENOTE",2023-01-22 14:17:48,2023-01-22,"studies"
"205",2023-01-22 14:13:30,2.211,"chrome",2023-01-22 14:13:33,2023-01-22,"studies"
"206",2023-01-22 14:13:29,0,"chrome",2023-01-22 14:13:29,2023-01-22,"studies"
"207",2023-01-22 14:12:41,47.789,"Messenger",2023-01-22 14:13:29,2023-01-22,"free time"
"208",2023-01-22 14:12:37,2.225,"chrome",2023-01-22 14:12:40,2023-01-22,"studies"
"209",2023-01-22 14:12:31,5.505,"chrome",2023-01-22 14:12:37,2023-01-22,"studies"
"210",2023-01-22 14:12:29,0,"chrome",2023-01-22 14:12:29,2023-01-22,"studies"
"211",2023-01-22 14:12:22,6.619,"Messenger",2023-01-22 14:12:29,2023-01-22,"free time"
"212",2023-01-22 14:12:21,0,"chrome",2023-01-22 14:12:21,2023-01-22,"studies"
"213",2023-01-22 14:12:05,14.336,"chrome",2023-01-22 14:12:20,2023-01-22,"studies"
"214",2023-01-22 14:11:54,9.966,"chrome",2023-01-22 14:12:04,2023-01-22,"studies"
"215",2023-01-22 14:11:47,6.487,"chrome",2023-01-22 14:11:54,2023-01-22,"studies"
"216",2023-01-22 14:11:45,0,"chrome",2023-01-22 14:11:45,2023-01-22,"studies"
"217",2023-01-22 14:11:43,1.079,"chrome",2023-01-22 14:11:45,2023-01-22,"studies"
"218",2023-01-22 14:11:16,26.249,"Messenger",2023-01-22 14:11:43,2023-01-22,"free time"
