"","artistName","category","trackName","energy","startTime","energy_level","genre","duration"
"352","MŁODY DZBAN","studia","Ollie - beskitu edit",0.519,2022-12-27 19:18:14,"medium","polish alternative rap",56
"353","Młody Yerba","studia","Hades",0.504,2022-12-28 10:01:12,"medium","polish trap",136
"354","Młody Yerba","wolne","Hades",0.504,2022-12-28 10:01:12,"medium","polish trap",1
"355","Mlodyskiny","inne","0 0",0.695,2022-12-27 20:15:33,"fast","polish trap",9
"356","Mlodyskiny","inne","CO U CIEBIE SŁYCHAĆ?",0.406,2022-12-27 18:49:00,"medium","polish trap",2
"357","Mlodyskiny","inne","Crystal Tears",0.783,2022-12-27 18:37:56,"fast","polish trap",21
"358","Mlodyskiny","inne","MARTWE SPODNIE PRADA",0.577,2022-12-27 19:10:44,"medium","polish trap",13
"359","Mlodyskiny","inne","Równi I Równiejsi",0.882,2022-12-27 19:19:56,"fast","polish trap",3
"360","Mlodyskiny","inne","Zęby",0.449,2022-12-27 18:55:55,"medium","polish trap",124
"361","Mlodyskiny","studia","0 0",0.695,2022-12-27 20:15:33,"fast","polish trap",185
"362","Mlodyskiny","studia","CO U CIEBIE SŁYCHAĆ?",0.406,2022-12-27 18:49:00,"medium","polish trap",65
"363","Mlodyskiny","studia","Crystal Tears",0.783,2022-12-27 18:37:56,"fast","polish trap",71
"364","Mlodyskiny","studia","Crystal Tears",0.783,2022-12-27 20:07:56,"fast","polish trap",123
"365","Mlodyskiny","studia","MARTWE SPODNIE PRADA",0.577,2022-12-27 19:10:44,"medium","polish trap",59
"366","Mlodyskiny","studia","Równi I Równiejsi",0.882,2022-12-27 19:19:56,"fast","polish trap",131
"367","Mlodyskiny","studia","Towar",0.804,2022-12-26 22:57:04,"fast","polish trap",10
"368","Mlodyskiny","studia","Towar",0.804,2022-12-26 23:20:04,"fast","polish trap",25
"369","Mlodyskiny","studia","Towar",0.804,2022-12-26 23:22:04,"fast","polish trap",106
"370","Mlodyskiny","studia","Towar",0.804,2022-12-27 17:00:04,"fast","polish trap",10
"371","Mlodyskiny","studia","Towar",0.804,2022-12-27 17:02:04,"fast","polish trap",24
"372","Mlodyskiny","studia","Towar",0.804,2022-12-27 19:33:04,"fast","polish trap",76
"373","Mlodyskiny","studia","Towar",0.804,2022-12-28 10:07:04,"fast","polish trap",92
"374","Mlodyskiny","studia","Towar",0.804,2022-12-29 17:15:04,"fast","polish trap",115
"375","Mlodyskiny","studia","Zęby",0.449,2022-12-28 10:09:55,"medium","polish trap",120
"376","Mlodyskiny","studia","Zioło i Perfumy",0.636,2022-12-27 18:23:55,"medium","polish trap",125
"377","Mlodyskiny","studia","Zioło i Perfumy",0.636,2022-12-27 19:51:55,"medium","polish trap",120
"378","Mlodyskiny","wolne","CO U CIEBIE SŁYCHAĆ?",0.406,2022-12-27 18:49:00,"medium","polish trap",2
"379","Mlodyskiny","wolne","Towar",0.804,2022-12-26 22:57:04,"fast","polish trap",89
"380","Mlodyskiny","wolne","Towar",0.804,2022-12-26 23:20:04,"fast","polish trap",70
"381","Mlodyskiny","wolne","Towar",0.804,2022-12-27 17:00:04,"fast","polish trap",87
"382","Mlodyskiny","wolne","Towar",0.804,2022-12-27 17:02:04,"fast","polish trap",56
"383","Mlodyskiny","wolne","Towar",0.804,2022-12-27 19:33:04,"fast","polish trap",1
"384","Mlodyskiny","wolne","Zioło i Perfumy",0.636,2022-12-27 19:51:55,"medium","polish trap",14
"385","Nat King Cole","inne","Deck The Halls",0.437,2022-12-27 13:36:51,"medium","adult standards",26
"386","Nat King Cole","inne","The Christmas Song (Merry Christmas To You)",0.21,2022-12-27 13:24:47,"slow","adult standards",51
"387","Nat King Cole","studia","Deck The Halls",0.437,2022-12-27 13:36:51,"medium","adult standards",38
"388","Nat King Cole","studia","The Christmas Song (Merry Christmas To You)",0.21,2022-12-27 13:24:47,"slow","adult standards",90
"389","Nat King Cole","wolne","The Christmas Song (Merry Christmas To You)",0.21,2022-12-27 13:24:47,"slow","adult standards",5
"390","Oki","inne","ADHD",0.672,2022-12-29 15:44:24,"fast","polish hip hop",61
"391","Oki","studia","ADHD",0.672,2022-12-29 15:44:24,"fast","polish hip hop",116
"392","Oki","studia","Jakie To Uczucie?",0.633,2022-12-29 17:24:17,"medium","polish hip hop",147
"393","Oki","wolne","SIRI",0.708,2022-12-18 16:33:55,"fast","polish hip hop",213
"394","Oliver Gigon","studia","Trufle",0.601,2022-12-28 11:44:49,"medium","polish pop",155
"395","OneRepublic","studia","Counting Stars",0.705,2022-12-28 20:27:42,"fast","piano rock",208
"396","OneRepublic","wolne","Counting Stars",0.705,2022-12-28 20:27:42,"fast","piano rock",52
"397","Onra","inne","Ms. Ho",0.542,2022-12-22 13:28:03,"medium","chillhop",116
"398","Onra","studia","Ms. Ho",0.542,2022-12-18 13:39:03,"medium","chillhop",116
"399","Otsochodzi","inne","KFC",0.84,2022-12-18 10:49:31,"fast","polish hip hop",39
"400","Otsochodzi","inne","KFC",0.84,2022-12-27 14:41:31,"fast","polish hip hop",1
"401","Otsochodzi","inne","KFC",0.84,2022-12-28 19:50:31,"fast","polish hip hop",17
"402","Otsochodzi","inne","Tarcho Terror",0.775,2022-12-27 14:56:32,"fast","polish hip hop",59
"403","Otsochodzi","inne","Waka Flocka",0.62,2022-12-27 18:57:42,"medium","polish hip hop",67
"404","Otsochodzi","inne","Yessirski",0.623,2022-12-29 15:47:58,"medium","polish hip hop",1
"405","Otsochodzi","studia","KFC",0.84,2022-12-18 10:49:31,"fast","polish hip hop",9
"406","Otsochodzi","studia","KFC",0.84,2022-12-19 22:30:31,"fast","polish hip hop",165
"407","Otsochodzi","studia","KFC",0.84,2022-12-27 14:41:31,"fast","polish hip hop",63
"408","Otsochodzi","studia","KFC",0.84,2022-12-28 19:50:31,"fast","polish hip hop",105
"409","Otsochodzi","studia","KFC",0.84,2022-12-29 18:40:31,"fast","polish hip hop",178
"410","Otsochodzi","studia","Taka Praca",0.641,2022-12-21 15:09:20,"medium","polish hip hop",99
"411","Otsochodzi","studia","Tarcho Terror",0.775,2022-12-27 14:56:32,"fast","polish hip hop",30
"412","Otsochodzi","studia","Waka Flocka",0.62,2022-12-27 18:57:42,"medium","polish hip hop",73
"413","Otsochodzi","studia","Waka Flocka",0.62,2022-12-27 20:18:42,"medium","polish hip hop",197
"414","Otsochodzi","wolne","KFC",0.84,2022-12-18 10:49:31,"fast","polish hip hop",108
"415","Otsochodzi","wolne","KFC",0.84,2022-12-27 14:41:31,"fast","polish hip hop",56
"416","Otsochodzi","wolne","SMS",0.78,2022-12-27 17:08:24,"fast","polish hip hop",108
"417","Otsochodzi","wolne","Tarcho Terror",0.775,2022-12-18 16:26:51,"fast","polish hip hop",21
"418","Otsochodzi","wolne","Tarcho Terror",0.775,2022-12-27 14:56:32,"fast","polish hip hop",1
"419","Paktofonika","studia","C.D. Kinematografii",0.901,2022-12-26 23:34:45,"fast","polish hip hop",113
"420","Paktofonika","studia","Gdyby...",0.517,2022-12-26 22:53:12,"medium","polish hip hop",47
"421","Paktofonika","studia","Nowiny",0.707,2022-12-26 22:29:15,"fast","polish hip hop",130
"422","Paktofonika","wolne","C.D. Kinematografii",0.901,2022-12-26 23:34:45,"fast","polish hip hop",111
"423","Paktofonika","wolne","Chwile Ulotne",0.695,2022-12-18 16:29:31,"fast","polish hip hop",275
"424","Paluch","inne","Niedopasowany",0.624,2022-12-28 10:56:30,"medium","polish hip hop",2
"425","Paluch","studia","Niedopasowany",0.624,2022-12-28 10:56:30,"medium","polish hip hop",160
"426","Paluch","studia","Niedopasowany",0.624,2022-12-29 11:54:30,"medium","polish hip hop",179
"427","Parov Stelar","studia","Booty Swing",0.669,2022-12-18 13:26:42,"fast","balkan beats",242
"428","Pezet","inne","Tyrmand i Hłasko",0.643,2022-12-28 11:36:55,"medium","polish hip hop",6
"429","Pezet","inne","Ukryty w Mieście Krzyk",0.665,2022-12-18 16:22:38,"medium","polish hip hop",24
"430","Pezet","studia","Tyrmand i Hłasko",0.643,2022-12-28 11:36:55,"medium","polish hip hop",229
"431","Pezet","wolne","Ukryty w Mieście Krzyk",0.665,2022-12-18 16:22:38,"medium","polish hip hop",186
"432","PRO8L3M","inne","Ritz Carlton - Remix",0.787,2022-12-27 15:42:08,"fast","polish alternative rap",40
"433","PRO8L3M","inne","Ritz Carlton - Remix",0.787,2022-12-27 16:11:08,"fast","polish alternative rap",91
"434","PRO8L3M","studia","Freon",0.719,2022-12-29 12:02:08,"fast","polish alternative rap",205
"435","PRO8L3M","studia","Ritz Carlton - Remix",0.787,2022-12-27 15:42:08,"fast","polish alternative rap",101
"436","PRO8L3M","studia","Ritz Carlton - Remix",0.787,2022-12-27 16:11:08,"fast","polish alternative rap",49
"437","PRO8L3M","studia","Ritz Carlton - Remix",0.787,2022-12-28 10:31:08,"fast","polish alternative rap",138
"438","PRO8L3M","studia","Ritz Carlton - Remix",0.787,2022-12-28 19:32:08,"fast","polish alternative rap",126
"439","PRO8L3M","studia","The End Fin Esc Abort",0.739,2022-12-28 10:12:04,"fast","polish alternative rap",55
"440","PRO8L3M","wolne","Ritz Carlton - Remix",0.787,2022-12-27 16:11:08,"fast","polish alternative rap",1
"441","PRO8L3M","wolne","Ritz Carlton - Remix",0.787,2022-12-28 10:31:08,"fast","polish alternative rap",3
"442","Quebonafide","inne","TOKYO2020",0.518,2022-12-18 16:02:46,"medium","polish hip hop",18
"443","Quebonafide","studia","GAZPROM",0.815,2022-12-18 15:49:45,"fast","polish hip hop",119
"444","Quebonafide","studia","Half Dead",0.891,2022-12-29 16:17:21,"fast","polish hip hop",270
"445","Quebonafide","studia","RUMPELSTILSKIN",0.568,2022-12-27 15:48:31,"medium","polish hip hop",175
"446","Quebonafide","studia","RUMPELSTILSKIN",0.568,2022-12-27 16:17:31,"medium","polish hip hop",165
"447","Quebonafide","studia","RUMPELSTILSKIN",0.568,2022-12-28 10:40:31,"medium","polish hip hop",208
"448","Quebonafide","studia","RUMPELSTILSKIN",0.568,2022-12-28 19:41:12,"medium","polish hip hop",84
"449","Quebonafide","studia","TOKYO2020",0.518,2022-12-18 16:02:46,"medium","polish hip hop",176
"450","Quebonafide","wolne","GAZPROM",0.815,2022-12-18 15:49:45,"fast","polish hip hop",62
"451","Quebonafide","wolne","TOKYO2020",0.518,2022-12-18 16:02:46,"medium","polish hip hop",17
"452","Ratatat","inne","Cream On Chrome",0.692,2022-12-22 14:09:04,"fast","alternative dance",51
"453","Ratatat","studia","Cream On Chrome",0.692,2022-12-22 14:09:04,"fast","alternative dance",174
"454","Rau Performance","studia","Jak Makłowicz",0.482,2022-12-18 15:52:08,"medium","polish alternative",231
"455","Red Hot Chili Peppers","inne","Pretty Little Ditty - Remastered",0.657,2022-12-22 14:12:52,"medium","alternative rock",1
"456","Red Hot Chili Peppers","studia","Dark Necessities",0.742,2022-12-29 15:58:58,"fast","alternative rock",295
"457","Red Hot Chili Peppers","studia","Pretty Little Ditty - Remastered",0.657,2022-12-22 14:12:52,"medium","alternative rock",202
"458","REI AMI","studia","DICTATOR",0.633,2022-12-29 15:43:51,"medium","alt z",8
"459","Roy Hargrove","inne","Bring It On Home To Me",0.744,2022-12-22 13:51:59,"fast","bebop",4
"460","Roy Hargrove","studia","Bring It On Home To Me",0.744,2022-12-18 14:07:59,"fast","bebop",141
"461","Roy Hargrove","studia","Bring It On Home To Me",0.744,2022-12-22 13:51:59,"fast","bebop",180
"462","Roy Hargrove","wolne","Bring It On Home To Me",0.744,2022-12-18 14:07:59,"fast","bebop",18
"463","Rozen","studia","Nie wyjadę",0.323,2022-12-28 11:04:20,"slow","polish alternative",219
"464","sanah","inne","ostatnia nadzieja",0.721,2022-12-28 11:00:14,"fast","polish pop",26
"465","sanah","studia","Bez słów",0.23,2022-12-28 20:50:52,"slow","polish pop",115
"466","sanah","studia","Bez słów",0.23,2022-12-29 17:14:20,"slow","polish pop",39
"467","sanah","studia","oscar",0.682,2022-12-28 11:25:41,"fast","polish pop",210
"468","sanah","studia","ostatnia nadzieja",0.721,2022-12-28 11:00:14,"fast","polish pop",141
"469","Sara James","inne","Lovely Christmas",0.886,2022-12-18 20:10:11,"fast","junior eurovision",10
"470","Sara James","studia","Lovely Christmas",0.886,2022-12-18 20:10:11,"fast","junior eurovision",125
"471","schafter","inne","akt zgonu in blanco",0.585,2022-12-27 18:31:47,"medium","polish hip hop",183
"472","schafter","inne","martin shkreli freestyle",0.6,2022-12-18 10:55:19,"medium","polish hip hop",40
"473","schafter","inne","martin shkreli freestyle",0.6,2022-12-19 22:33:19,"medium","polish hip hop",21
"474","schafter","inne","pager",0.705,2022-12-26 23:10:52,"fast","polish hip hop",1
"475","schafter","studia","akt zgonu in blanco",0.585,2022-12-26 23:23:33,"medium","polish hip hop",17
"476","schafter","studia","akt zgonu in blanco",0.585,2022-12-27 18:31:47,"medium","polish hip hop",1
"477","schafter","studia","akt zgonu in blanco",0.585,2022-12-27 19:59:47,"medium","polish hip hop",179
"478","schafter","studia","aperitif",0.584,2022-12-27 18:44:45,"medium","polish hip hop",92
"479","schafter","studia","aperitif",0.584,2022-12-27 20:06:45,"medium","polish hip hop",74
"480","schafter","studia","eskeemos",0.558,2022-12-29 18:20:44,"medium","polish hip hop",156
"481","schafter","studia","martin shkreli freestyle",0.6,2022-12-18 10:55:19,"medium","polish hip hop",81
"482","schafter","studia","martin shkreli freestyle",0.6,2022-12-19 22:33:19,"medium","polish hip hop",102
"483","schafter","studia","martin shkreli freestyle",0.6,2022-12-26 22:19:19,"medium","polish hip hop",131
"484","schafter","studia","martin shkreli freestyle",0.6,2022-12-27 17:04:19,"medium","polish hip hop",137
"485","schafter","studia","martin shkreli freestyle",0.6,2022-12-27 19:35:19,"medium","polish hip hop",107
"486","schafter","studia","martin shkreli freestyle",0.6,2022-12-28 19:52:19,"medium","polish hip hop",106
"487","schafter","studia","martin shkreli freestyle",0.6,2022-12-29 18:43:19,"medium","polish hip hop",141
"488","schafter","studia","pager",0.705,2022-12-26 23:10:52,"fast","polish hip hop",90
"489","schafter","studia","pager",0.705,2022-12-27 18:21:52,"fast","polish hip hop",115
"490","schafter","studia","pager",0.705,2022-12-27 19:49:52,"fast","polish hip hop",114
"491","schafter","wolne","akt zgonu in blanco",0.585,2022-12-27 18:31:47,"medium","polish hip hop",2
"492","schafter","wolne","martin shkreli freestyle",0.6,2022-12-18 10:55:19,"medium","polish hip hop",19
"493","schafter","wolne","martin shkreli freestyle",0.6,2022-12-18 16:37:19,"medium","polish hip hop",142
"494","schafter","wolne","martin shkreli freestyle",0.6,2022-12-28 19:52:19,"medium","polish hip hop",57
"495","schafter","wolne","pager",0.705,2022-12-27 18:21:52,"fast","polish hip hop",1
"496","Seven Phoenix","studia","PÓŹNE POPOŁUDNIE",0.457,2022-12-28 11:55:34,"medium","polish alternative",179
"497","Shakin' Stevens","inne","Merry Christmas Everyone",0.904,2022-12-27 12:46:19,"fast","europop",61
"498","Shakin' Stevens","studia","Merry Christmas Everyone",0.904,2022-12-27 12:46:19,"fast","europop",80
"499","Skrubol","inne","Fakap",0.731,2022-12-26 23:13:01,"fast","polish alternative rap",2
"500","Skrubol","studia","Fakap",0.731,2022-12-26 23:13:01,"fast","polish alternative rap",226
"501","Sokół","studia","Jednorożec",0.517,2022-12-21 15:46:11,"medium","polish hip hop",337
"502","Sons Of Kemet","inne","To Never Forget The Source",0.378,2022-12-22 13:07:04,"medium","afrofuturism",199
"503","Sons Of Kemet","studia","To Never Forget The Source",0.378,2022-12-18 11:11:04,"medium","afrofuturism",175
"504","Sons Of Kemet","studia","To Never Forget The Source",0.378,2022-12-18 13:30:04,"medium","afrofuturism",138
"505","Sons Of Kemet","studia","To Never Forget The Source",0.378,2022-12-22 08:45:18,"medium","afrofuturism",41
"506","Souleance","studia","La Californie",0.756,2022-12-22 14:16:36,"fast","abstract beats",23
"507","Stach Bukowski","studia","Chłodno",0.48,2022-12-28 10:49:22,"medium","polish alternative",157
"508","Stevie Wonder","inne","Someday At Christmas",0.44,2022-12-18 20:24:11,"medium","adult standards",168
"509","Stevie Wonder","inne","What Christmas Means To Me",0.699,2022-12-27 13:10:31,"fast","adult standards",59
"510","Stevie Wonder","studia","What Christmas Means To Me",0.699,2022-12-27 13:10:31,"fast","adult standards",64
"511","Sweeper","studia","A Child's Birthday Waltz",0.279,2022-12-27 16:21:24,"slow","polish alternative",165
"512","Sweeper","studia","A Child's Birthday Waltz",0.279,2022-12-29 12:09:24,"slow","polish alternative",140
"513","Sweeper","wolne","A Child's Birthday Waltz",0.279,2022-12-29 12:09:24,"slow","polish alternative",23
"514","Syndrom Paryski","studia","Zwiedzanie",0.641,2022-12-28 19:39:05,"medium","polish alternative",186
"515","Szczyl","inne","Banda",0.519,2022-12-29 16:56:16,"medium","polish alternative",97
"516","Szczyl","inne","Gdybym",0.299,2022-12-27 18:46:26,"slow","polish alternative",60
"517","Szczyl","inne","Wielkie Miasta",0.626,2022-12-27 19:28:00,"medium","polish alternative",19
"518","Szczyl","studia","Banda",0.519,2022-12-29 16:56:16,"medium","polish alternative",132
"519","Szczyl","studia","Cień",0.703,2022-12-26 23:41:14,"fast","polish alternative",226
"520","Szczyl","studia","Gdybym",0.299,2022-12-26 23:32:26,"slow","polish alternative",170
"521","Szczyl","studia","Gdybym",0.299,2022-12-27 18:46:26,"slow","polish alternative",52
"522","Szczyl","studia","Gdybym",0.299,2022-12-27 20:10:26,"slow","polish alternative",150
"523","Szczyl","studia","Wielkie Miasta",0.626,2022-12-27 19:28:00,"medium","polish alternative",112
"524","Szczyl","wolne","Cień",0.703,2022-12-26 23:41:14,"fast","polish alternative",39
"525","Taco Hemingway","inne","Deszcz Na Betonie",0.588,2022-12-28 20:43:51,"medium","polish hip hop",1
"526","Taco Hemingway","inne","Nie Mam Czasu",0.628,2022-12-18 15:59:37,"medium","polish hip hop",2
"527","Taco Hemingway","studia","Deszcz Na Betonie",0.588,2022-12-28 20:43:51,"medium","polish hip hop",162
"528","Taco Hemingway","studia","Influenza",0.678,2022-12-18 15:40:31,"fast","polish hip hop",187
"529","Taco Hemingway","studia","Nie Mam Czasu",0.628,2022-12-18 15:59:37,"medium","polish hip hop",183
"530","Taco Hemingway","studia","SANATORIUM",0.667,2022-12-29 11:36:59,"fast","polish hip hop",165
"531","Taco Hemingway","wolne","Deszcz Na Betonie",0.588,2022-12-28 20:43:51,"medium","polish hip hop",16
"532","Taco Hemingway","wolne","Influenza",0.678,2022-12-18 15:40:31,"fast","polish hip hop",84
"533","Taco Hemingway","wolne","Nie Mam Czasu",0.628,2022-12-18 15:59:37,"medium","polish hip hop",11
"534","TACONAFIDE","wolne","TLC",0.542,2022-12-18 16:16:41,"medium","polish hip hop",179
"535","TEKTONIKA","inne","Karma",0.849,2022-12-27 19:04:20,"fast","polish alternative rap",112
"536","TEKTONIKA","studia","Karma",0.849,2022-12-26 23:44:53,"fast","polish alternative rap",6
"537","TEKTONIKA","studia","Karma",0.849,2022-12-27 19:04:20,"fast","polish alternative rap",51
"538","TEKTONIKA","studia","Karma",0.849,2022-12-27 20:22:20,"fast","polish alternative rap",221
"539","The Cassino","inne","Coming Down",0.462,2022-12-27 15:51:50,"medium","polish indie",27
"540","The Cassino","studia","Coming Down",0.462,2022-12-27 16:20:27,"medium","polish indie",17
"541","The Cassino","studia","Coming Down",0.462,2022-12-28 11:10:00,"medium","polish indie",151
"542","The Cassino","studia","Coming Down",0.462,2022-12-28 19:35:03,"medium","polish indie",246
"543","The Cassino","studia","Twój Głos",0.831,2022-12-29 12:05:54,"fast","polish indie",142
"544","The Dumplings","inne","Kocham być z tobą",0.688,2022-12-29 17:05:47,"fast","polish alternative",6
"545","The Dumplings","studia","Kocham być z tobą",0.688,2022-12-29 17:05:47,"fast","polish alternative",199
"546","The Fearless Flyers","studia","Nate Smith Is the Ace of Aces",0.823,2022-12-22 13:47:42,"fast","instrumental funk",120
"547","The Fearless Flyers","studia","Signed Sealed Delivered",0.942,2022-12-22 14:04:37,"fast","instrumental funk",72
"548","The Last Shadow Puppets","studia","Sweet Dreams, TN",0.566,2022-12-29 15:41:17,"medium","baroque pop",23
"549","The Laszlo Project","inne","Mr Sunshine",0.635,2022-12-18 13:15:35,"medium","jazz",83
"550","The Laszlo Project","inne","Mr Sunshine",0.635,2022-12-22 12:31:31,"medium","jazz",149
"551","The Laszlo Project","studia","Mr Sunshine",0.635,2022-12-18 13:15:35,"medium","jazz",2
"552","The Laszlo Project","studia","Mr Sunshine",0.635,2022-12-22 12:31:31,"medium","jazz",22
"553","The Laszlo Project","wolne","Mr Sunshine",0.635,2022-12-18 13:15:35,"medium","jazz",24
"554","the small town kids","inne","Wiatr",0.518,2022-12-28 20:54:00,"medium","polish alternative",3
"555","the small town kids","studia","Pamiętnik",0.408,2022-12-29 17:16:54,"medium","polish alternative",5
"556","the small town kids","studia","Wiatr",0.518,2022-12-28 20:54:00,"medium","polish alternative",107
"557","the small town kids","studia","Wiatr",0.518,2022-12-29 16:03:52,"medium","polish alternative",40
"558","The Strokes","inne","Call It Fate, Call It Karma",0.241,2022-12-27 12:35:35,"slow","alternative rock",9
"559","The Strokes","inne","The Adults Are Talking",0.749,2022-12-27 12:19:50,"fast","alternative rock",27
"560","The Strokes","studia","Call It Fate, Call It Karma",0.241,2022-12-27 12:35:35,"slow","alternative rock",154
"561","The Strokes","studia","Call It Fate, Call It Karma",0.241,2022-12-27 12:41:20,"slow","alternative rock",71
"562","The Strokes","studia","Last Nite",0.899,2022-12-27 12:28:46,"fast","alternative rock",130
"563","The Strokes","studia","Reptilia",0.649,2022-12-27 12:25:20,"medium","alternative rock",171
"564","The Strokes","studia","Someday",0.521,2022-12-27 12:39:07,"medium","alternative rock",154
"565","The Strokes","studia","The Adults Are Talking",0.749,2022-12-27 12:19:50,"fast","alternative rock",182
"566","The Strokes","studia","You Only Live Once",0.908,2022-12-27 12:31:50,"fast","alternative rock",144
"567","The Strokes","wolne","Call It Fate, Call It Karma",0.241,2022-12-27 12:41:20,"slow","alternative rock",2
"568","The Strokes","wolne","Someday",0.521,2022-12-27 12:39:07,"medium","alternative rock",3
"569","The Strokes","wolne","The Adults Are Talking",0.749,2022-12-27 12:19:50,"fast","alternative rock",20
"570","Tom Petty and the Heartbreakers","inne","Christmas All Over Again",0.831,2022-12-18 20:41:45,"fast","album rock",2
"571","Tom Petty and the Heartbreakers","studia","Christmas All Over Again",0.831,2022-12-18 20:41:45,"fast","album rock",44
"572","Tony Bennett","inne","Winter Wonderland",0.453,2022-12-18 21:48:30,"medium","adult standards",149
"573","Train","studia","Shake Up Christmas",0.831,2022-12-18 20:34:07,"fast","dance pop",120
"574","Train","wolne","Shake Up Christmas",0.831,2022-12-18 20:34:07,"fast","dance pop",25
"575","TUZZA Globale","inne","FULL METAL JACKET",0.553,2022-12-27 14:51:00,"medium","polish alternative rap",34
"576","TUZZA Globale","inne","FULL METAL JACKET",0.553,2022-12-29 16:35:00,"medium","polish alternative rap",179
"577","TUZZA Globale","studia","FULL METAL JACKET",0.553,2022-12-18 15:56:00,"medium","polish alternative rap",142
"578","TUZZA Globale","studia","FULL METAL JACKET",0.553,2022-12-26 22:34:00,"medium","polish alternative rap",174
"579","TUZZA Globale","studia","FULL METAL JACKET",0.553,2022-12-27 14:51:00,"medium","polish alternative rap",103
"580","TUZZA Globale","wolne","FULL METAL JACKET",0.553,2022-12-18 15:56:00,"medium","polish alternative rap",34
"581","TUZZA Globale","wolne","FULL METAL JACKET",0.553,2022-12-27 14:51:00,"medium","polish alternative rap",11
"582","Two Feet","inne","Go Fuck Yourself",0.327,2022-12-29 16:59:50,"slow","indie poptimism",59
"583","Two Feet","studia","Go Fuck Yourself",0.327,2022-12-29 16:59:50,"slow","indie poptimism",33
"584","UPSAHL","inne","People I Don't Like",0.573,2022-12-29 15:47:54,"medium","alt z",5
"585","Vance Joy","studia","Riptide",0.731,2022-12-28 20:23:35,"fast","folk-pop",174
"586","Vance Joy","wolne","Riptide",0.731,2022-12-28 20:23:35,"fast","folk-pop",48
"587","Vito Bambino","inne","Chyba Wiem",0.542,2022-12-26 23:45:33,"medium","polish alternative",19
"588","Vito Bambino","inne","Chyba Wiem",0.542,2022-12-27 15:22:33,"medium","polish alternative",30
"589","Vito Bambino","inne","Chyba Wiem",0.542,2022-12-28 19:28:33,"medium","polish alternative",2
"590","Vito Bambino","inne","Last Puff",0.463,2022-12-28 11:12:56,"medium","polish alternative",1
"591","Vito Bambino","inne","Nudy",0.45,2022-12-29 16:37:53,"medium","polish alternative",246
"592","Vito Bambino","inne","Poszło",0.589,2022-12-27 15:32:15,"medium","polish alternative",38
"593","Vito Bambino","studia","Bunkrów Nie Ma",0.506,2022-12-28 11:52:12,"medium","polish alternative",237
"594","Vito Bambino","studia","Chyba Wiem",0.542,2022-12-26 23:45:33,"medium","polish alternative",152
"595","Vito Bambino","studia","Chyba Wiem",0.542,2022-12-26 23:54:33,"medium","polish alternative",187
"596","Vito Bambino","studia","Chyba Wiem",0.542,2022-12-27 15:22:33,"medium","polish alternative",104
"597","Vito Bambino","studia","Chyba Wiem",0.542,2022-12-27 15:53:33,"medium","polish alternative",128
"598","Vito Bambino","studia","Chyba Wiem",0.542,2022-12-28 10:17:33,"medium","polish alternative",179
"599","Vito Bambino","studia","Chyba Wiem",0.542,2022-12-28 19:28:33,"medium","polish alternative",165
"600","Vito Bambino","studia","Daddy Haze",0.551,2022-12-28 10:55:19,"medium","polish alternative",102
"601","Vito Bambino","studia","Daddy Haze",0.551,2022-12-29 12:50:44,"medium","polish alternative",13
"602","Vito Bambino","studia","L’amour",0.46,2022-12-28 10:46:37,"medium","polish alternative",142
"603","Vito Bambino","studia","L’amour",0.46,2022-12-29 11:51:37,"medium","polish alternative",97
"604","Vito Bambino","studia","Last Puff",0.463,2022-12-28 11:12:56,"medium","polish alternative",129
"605","Vito Bambino","studia","Maj",0.665,2022-12-28 11:33:10,"medium","polish alternative",173
"606","Vito Bambino","studia","Nie Róbmy Dzieci Dziś",0.385,2022-12-28 12:05:00,"medium","polish alternative",195
"607","Vito Bambino","studia","Poszło",0.589,2022-12-27 15:32:15,"medium","polish alternative",128
"608","Vito Bambino","studia","Poszło",0.589,2022-12-27 16:03:15,"medium","polish alternative",172
"609","Vito Bambino","studia","Poszło",0.589,2022-12-28 10:27:15,"medium","polish alternative",202
"610","Vito Bambino","studia","Poszło",0.589,2022-12-28 20:32:15,"medium","polish alternative",162
"611","Vito Bambino","studia","Poszło",0.589,2022-12-29 15:37:15,"medium","polish alternative",183
"612","Vito Bambino","studia","Rampage",0.433,2022-12-28 11:21:14,"medium","polish alternative",225
"613","Vito Bambino","wolne","Chyba Wiem",0.542,2022-12-26 23:45:33,"medium","polish alternative",11
"614","Vito Bambino","wolne","Chyba Wiem",0.542,2022-12-27 15:22:33,"medium","polish alternative",1
"615","Vito Bambino","wolne","Last Puff",0.463,2022-12-28 11:12:56,"medium","polish alternative",8
"616","Vito Bambino","wolne","Poszło",0.589,2022-12-28 20:32:15,"medium","polish alternative",23
"617","Vito Bambino","wolne","Rampage",0.433,2022-12-18 16:51:14,"medium","polish alternative",232
"618","Vixen","studia","Iskra",0.749,2022-12-21 16:03:49,"fast","polish alternative rap",130
"619","Vixen","studia","Sam",0.719,2022-12-21 16:24:03,"fast","polish alternative rap",146
"620","Vulfpeck","inne","Fugue State",0.465,2022-12-22 13:30:18,"medium","ann arbor indie",23
"621","Vulfpeck","studia","Fugue State",0.465,2022-12-18 13:46:18,"medium","ann arbor indie",90
"622","Vulfpeck","studia","Fugue State",0.465,2022-12-22 13:30:18,"medium","ann arbor indie",123
"623","Vulfpeck","studia","The Speedwalker",0.549,2022-12-22 13:14:24,"medium","ann arbor indie",35
