"","startTime","duration","app","endTime","date","category"
"249",2022-12-21 23:21:52,2.09,"Spotify",2022-12-21 23:21:54,2022-12-21,"wolne"
"250",2022-12-21 23:21:48,2.124,"Spotify",2022-12-21 23:21:50,2022-12-21,"wolne"
"251",2022-12-21 23:21:47,0,"Spotify",2022-12-21 23:21:47,2022-12-21,"wolne"
"252",2022-12-21 23:21:46,0,"Spotify",2022-12-21 23:21:46,2022-12-21,"wolne"
"253",2022-12-21 23:21:43,2.148,"Spotify",2022-12-21 23:21:45,2022-12-21,"wolne"
"254",2022-12-21 23:21:41,1.051,"Spotify",2022-12-21 23:21:42,2022-12-21,"wolne"
"255",2022-12-21 23:21:39,1.056,"Spotify",2022-12-21 23:21:40,2022-12-21,"wolne"
"256",2022-12-21 23:21:38,0,"Spotify",2022-12-21 23:21:38,2022-12-21,"wolne"
"257",2022-12-21 23:21:37,0,"Spotify",2022-12-21 23:21:37,2022-12-21,"wolne"
"258",2022-12-21 23:21:36,0,"Spotify",2022-12-21 23:21:36,2022-12-21,"wolne"
"259",2022-12-21 23:21:35,0,"Spotify",2022-12-21 23:21:35,2022-12-21,"wolne"
"260",2022-12-21 23:21:33,1.061,"Spotify",2022-12-21 23:21:34,2022-12-21,"wolne"
"261",2022-12-21 23:21:20,11.727,"League of Legends",2022-12-21 23:21:31,2022-12-21,"inne"
"262",2022-12-21 23:21:04,14.764,"Spotify",2022-12-21 23:21:18,2022-12-21,"wolne"
"263",2022-12-21 23:21:03,0,"League of Legends",2022-12-21 23:21:03,2022-12-21,"inne"
"264",2022-12-21 23:20:50,11.713,"Spotify",2022-12-21 23:21:01,2022-12-21,"wolne"
"265",2022-12-21 23:20:36,12.79,"League of Legends",2022-12-21 23:20:48,2022-12-21,"inne"
"266",2022-12-21 23:20:21,14.17,"Spotify",2022-12-21 23:20:35,2022-12-21,"wolne"
"267",2022-12-21 23:19:27,52.595,"LeagueClientUx",2022-12-21 23:20:19,2022-12-21,"inne"
"268",2022-12-21 23:19:26,0,"chrome",2022-12-21 23:19:26,2022-12-21,"studia"
"269",2022-12-21 23:19:22,3.307,"chrome",2022-12-21 23:19:25,2022-12-21,"studia"
"270",2022-12-21 23:19:18,3.378,"chrome",2022-12-21 23:19:21,2022-12-21,"studia"
"271",2022-12-21 23:19:15,1.084,"LeagueClientUx",2022-12-21 23:19:16,2022-12-21,"inne"
"272",2022-12-21 23:19:14,0,"chrome",2022-12-21 23:19:14,2022-12-21,"studia"
"273",2022-12-21 23:19:13,0,"chrome",2022-12-21 23:19:13,2022-12-21,"studia"
"274",2022-12-21 23:19:12,0,"chrome",2022-12-21 23:19:12,2022-12-21,"studia"
"275",2022-12-21 23:19:06,4.223,"Messenger",2022-12-21 23:19:10,2022-12-21,"wolne"
"276",2022-12-21 23:19:02,3.245,"LeagueClientUx",2022-12-21 23:19:05,2022-12-21,"inne"
